CD4.	CD8.	mono	Bcells	NK	Gran
sample_2_90	0.0466419868432	0.0915109512087	0.165972768506	0.041442623589	0.0588580997074	0.595573570145
sample_2_91	0.17835254667	0.102504190922	0.0740805362884	0.0829107374455	0.16573746173	0.396414526944
sample_2_92	0.110566979024	0.127137340389	0.0688392205492	0.0275325343617	0.0966019935995	0.569321932077
sample_2_93	0.0913637702868	0.184356347888	0.0725710804583	0.0475211412777	0.0819926338655	0.522195026224
sample_2_94	0.17259709612	0.15832521644	0.0449669329862	0.0775904960818	0.0986855427805	0.447834715591
sample_2_95	0.0853515899607	0.138563677735	0.0574841222783	0.0316939962047	0.0243549269751	0.662551686846
sample_2_96	0.246091681693	0.170428760104	0.0668403116461	0.0911229403601	0	0.425516306198
sample_2_97	0.166164820587	0.0574397486773	0.0676954524102	0.02274089365	0.0270475740729	0.658911510602
sample_2_98	0.108483446035	0.0786513042069	0.117669015355	0.00306323052956	0.142598519781	0.549534484092
sample_2_99	0.123365710405	0.233454682798	0.0602183287681	0.127876781385	0.136255745355	0.31882875129
sample_2_100	0.0456493316838	0.0828766760746	0.0363887360611	0.216189423592	0.0835837598969	0.535312072691
sample_2_101	0.168891972712	0.0924974315934	0.0897306799764	0.0460782916911	0.0338737811502	0.568927842877
sample_2_102	0.0513357092935	0.329420658829	0.218262281465	0.0350132462242	0.051547245182	0.314420859007
sample_2_103	0.137681379771	0.190946378957	0.0260194698483	0.0555238426059	0.0373240529786	0.552504875839
sample_2_104	0.0147867128662	0.0913395274849	0.06151544005	0.0184945182966	0	0.813863801302
sample_2_105	0.183733535679	0.17592390623	0.0399699997313	0.0850351647172	0	0.515337393643
sample_2_106	2.07413458057e-16	0.0327720617793	0.0913176058618	0.0235655958241	0.0458030908206	0.806541645714
sample_2_107	0.236064248883	0.0709106106103	0.0390803811832	0.0265243298996	0.0501965002577	0.577223929166
sample_2_108	0.0737051412335	0.0615624215783	0.0571588434684	0.0479417654138	0.0228472130493	0.736784615257
sample_2_109	0.175193116389	0.119864451096	0.0822191894526	0.056921961607	6.64073830647e-18	0.565801281455
sample_2_110	1.47570736057e-16	0	0.135301440706	0.0100618358522	0.0320322259488	0.822604497493
sample_2_111	0	0.0918734857275	0.0510245109049	0.0208241299629	0.0205195559158	0.815758317489
sample_2_112	0.153718194944	0.0250299237957	0.0568413925771	0.0748710684581	0.128813965074	0.560725455151
sample_2_113	0.218006856218	0.14906792605	0.0522326273759	0.0681422688781	0.0787297520269	0.433820569451
sample_2_114	0.0817857274813	0.054171504428	0.0857931902704	0.0212535645767	0.0023393185717	0.754656694672
sample_2_115	0.0148252121546	0.08892349701	0.0636734110295	0.0162645613753	0.0415411009093	0.774772217521
sample_2_116	0.161555589304	0.136879008831	0.048396804078	0.0211714999893	0.0798912957808	0.552105802017
sample_2_117	0.11810780047	0.0959866539712	0.0796175880373	0.0684506578687	0	0.637837299653
sample_2_118	0.0710555155964	0.14653100729	0.0821264870233	0.0221725536707	5.69206140555e-19	0.67811443642
sample_2_119	0.114559045919	0.147468216042	0.074593925327	0.0278895323947	0.0548155749913	0.580673705326
sample_2_120	0.101046403464	0.0497661028982	0.0984898350876	0.0878541599179	0.0435056782547	0.619337820377
sample_2_121	0.150058384763	0.158722070111	0.102452161495	0.0345897695298	0.0639148438052	0.490262770296
sample_2_122	0.0399274733075	0.254023292167	0.0528422074358	0.0610005071446	0.0441174646519	0.548089055293
sample_2_123	0.217337260325	0.0438416670758	0.082383710752	0.015409489588	0.047494627663	0.593533244597
sample_2_124	0.145724773059	0.246434276192	0.0534446023348	0.0971253875507	4.32897363518e-18	0.457270960863
sample_2_125	0.0380601364411	0.123418108107	0.0965519805419	0.0321227274767	0.0183759664869	0.691471080946
sample_2_126	0.193708819275	0.162426877959	0.0413758954918	0.0481150511866	0.0513768016047	0.502996554482
sample_2_127	0.18237930013	0.110324652553	0.0608164400044	0.0457075345514	0.13958574094	0.461186331821
sample_2_128	0.0925209720628	0.144325496529	0.0608608183286	0.0392769351672	0.0451774472894	0.617838330623
sample_2_129	0.0810914077865	0.053797467817	0.0564630290588	0.020438196274	0.0889316818773	0.699278217186
sample_2_130	0.0349010391038	0.0920272169897	0.0806561717315	0.0203110909003	0.0389154650338	0.733189016241
sample_2_131	0.0880936683517	0.0942625650766	0.0818045351135	0.0271801635795	0.0875939701474	0.621065097731
sample_2_132	0.0955783093419	0.106411712721	0.0931456892148	0.05815132736	0.0425765898495	0.604136371513
sample_2_133	0.069992217779	0.12407515627	0.0862832856036	0.046439352158	0	0.673209988189
sample_2_134	0.0558291216359	0.0484049493079	0.0795605827042	0.0289953926172	0.000516627826478	0.786693325908
sample_2_135	0.0748991015323	0.0573324170774	0.0972092282752	0.0268609065367	0.00390509918787	0.73979324739
sample_2_136	0	0.0128688519876	0.0909398595126	0.0225426562703	0.0422766909472	0.831371941282
sample_2_137	0.0309826947673	0.0801142080183	0.119161794872	0.0295088075287	0.0240821113942	0.71615038342
sample_2_138	0.0742001944829	0.140112238568	0.0543099327141	0.0589858504578	0.0137440706636	0.658647713114
sample_2_139	0.196978495943	0.175329260201	0.0700128272549	0.0877713969181	0.0967270379089	0.373180981775
sample_2_140	0.0674896449989	0.113612823128	0.0657788399937	0.0518976249625	0.118454543127	0.58276652379
sample_2_141	0.196703350614	0.0721984924868	0.11050116362	0.0471206639462	0.12676303905	0.446713290282
sample_2_142	0.208149459962	0.130552208637	0.0945280802182	0.048877235516	0.0529154498796	0.464977565787
sample_2_143	0.18295813813	0.0443813950863	0.0653904852519	0.0859830412455	0.00476748626695	0.61651945402
sample_2_144	0.137617895775	0.100228328467	0.0742502777681	0.0398343262336	0.0890367172977	0.559032454458
sample_2_145	0.116119617225	0.116925558303	0.0627907122149	0.0513541199728	0.0456410575653	0.607168934719
sample_2_146	0.0213396124576	0.164157447131	0.0811060799161	0.0210283490225	0.079040183762	0.633328327711
sample_2_147	0.153602996277	0.113498301957	0.0760078745754	0.0220387175252	0.0231982527883	0.611653856877
sample_2_148	0.0801304413511	0.0792734492902	0.080926340355	0.0113471624953	0.000180908721004	0.748141697787
sample_2_149	0.159959747056	0.163434602394	0.113257329451	0.113542971149	0.0239993639831	0.425805985967
sample_2_150	0.0673510511376	0.154625462135	0.103009502778	0.0688582967165	0.037418089667	0.568737597566
sample_2_151	0.0907883454419	0.09628324439	0.0847494038741	0.076724778425	0.0986743746082	0.552779853261
sample_2_152	0.101741249942	0.0566030491085	0.104638182712	0.0129192534887	0.0603448355004	0.663753429248
sample_2_153	0.0400010717873	0.11973594999	0.121734962884	0.0540206416309	0.0417020793388	0.62280529437
sample_2_154	0.0243236534553	0.244110946342	0.0774381987239	0.0357688083256	0.0258689514191	0.592489441735
sample_2_155	0.0815151267918	0.12922675585	0.0842552674476	0.0979889998771	0.0167535514701	0.590260298563
sample_2_156	0.0909247738828	0.127649529497	0.0782232588832	0.0697406114823	3.7947076037e-19	0.633461826255
sample_2_157	0.0792064615977	0.164836353041	0.134718286587	0.036045444386	0.108405833155	0.476787621234
sample_2_158	0.0293099752256	0.0792825092766	0.114670959449	0.00627038745241	0	0.770466168597
sample_2_159	0.120635158759	0.194862648736	0.0525746839859	0.0730491542013	0.13428873156	0.424589622758
sample_2_160	0.160063599884	0.098618059962	0.0936975656986	0.0548709894276	0.07723629904	0.515513485987
sample_2_161	0.140037420271	0.144880393235	0.104082828803	0.0165868971915	3.38813178902e-19	0.594412460499
sample_2_162	0.0657375480557	0.152493925807	0.0773298539574	0.0800014422121	0.0764807103672	0.5479565196
sample_2_163	0.107215668115	0.0944074679404	0.0640637695137	0.058340075793	0.0392705049673	0.63670251367
sample_2_164	0.159614833089	0.0569906844035	0.0451818575459	0.0708344548965	0.0779050505974	0.589473119467
sample_2_165	0.24857420045	0.186608943504	0.0782555724016	0.0276139335053	0.0103014378688	0.448645912271
sample_2_166	0.0560636832821	0.285304385944	0.183858351448	0.080987186774	0.0283209315787	0.365465460974
sample_2_167	0.0709910833012	0.0460022531595	0.074459234942	0.00462613130455	0.0615850339991	0.742336263294
sample_2_168	0.0819939483246	0.144895401392	0.0739965002145	0.0502046941091	0	0.648909455959
sample_2_169	0.0668717167402	0.119530675304	0.105551649064	0.0299870352119	0.129058078019	0.549000845661
sample_2_170	0.182564859935	0.174870376961	0.0897959162257	0.0369176653989	0.0368137165803	0.479037464899
sample_2_171	0.137606229466	0.0184355596042	0.0546861367283	0.0183781011091	0.0220316475665	0.748862325526
sample_2_172	0.117136806097	0.153924235522	0.104307578094	0.050545651846	0.0510437423005	0.52304198614
sample_2_173	0.0911369205539	0.0725423043789	0.0476288128263	0.0474181999763	0.094434447114	0.646839315151
sample_2_174	0.0232253180551	0.0754857363515	0.0357732953363	0.0446472193032	0.106680289853	0.714188141101
sample_2_175	0.102493329842	0.162500907583	0.143428358275	0.0865274831372	0	0.505049921163
sample_2_176	0.0574050676925	0.0494946896892	0.0613065199656	0.0218649531529	0.0548496926823	0.755079076818
sample_2_177	0.154096682691	0.0949657642589	0.107872382747	0.0546332867469	0.0516969523548	0.536734931201
sample_2_178	0.111750950426	0.0498885270002	0.114746832195	0.0367942301105	0.0273081727535	0.659511287515
sample_2_179	0.132272685084	0.131976924975	0.0990159942115	0.0413460346001	0.0763783079995	0.51901005313
sample_2_180	0.125337475185	0.0949652395973	0.0918136818055	0.0484333635255	0.112212068145	0.527238171741
sample_2_181	0.114381420547	0.134305204732	0.0934861011044	0.0479701753889	0.0492936691996	0.560563429028
sample_2_182	0.15477827857	0.126383130631	0.119458114974	0.0718212977329	0.0755008332428	0.452058344849
sample_2_183	0.030057635412	0.0513957438393	0.0870151435493	0.0500000543906	2.71050543121e-19	0.781531422809
sample_2_184	0.163301169709	0.0901217390922	0.0875752527026	0.111465445061	0.0992762138917	0.448260179543
sample_2_185	0.146614923863	0.0671681408549	0.0279422905095	0.0689687125664	0.0936422584001	0.595663673806
sample_2_186	0.142050447442	0.153265890447	0.0721958108772	0.159275397639	0.101701366278	0.371511087316
sample_2_187	0.120149619535	0.158434410639	0.0689571457264	0.0368027419668	0.0216117946993	0.594044287434
sample_2_188	0.0567815407069	0.0960197170396	0.101127051023	0.0211340799707	0.0268006139325	0.698136997327
sample_2_189	0.12381029654	0.209527190316	0.083523978776	0.0366792058542	0.0472197902	0.499239538314
sample_2_190	0.126666028322	0.113581720813	0.0529686615018	0.046727672357	0.100630973591	0.559424943415
